Sewa Apartemen Taman Melati Surabaya - Modern Stylish Studio at Taman Melati Surabaya Apartment By Travelio,Lokasi,Jenis Unit,Jumlah Bedroom,Luas Unit,Kelengkapan,Lantai Unit,Kamar Mandi,Harga,Jarak dari Kampus (km),Jarak dari Bandara (km),Jarak dari Stasiun (km),Jarak dari Terminal (km),Jarak dari Tol (km),Aksesbilitas,Link URL
195,Sambikerep,studioroom,1,25,Full Furnished,27,1,"Rp4,661,488",18.1,26.3,11.7,15.5,4.5,Bandara Internasional Juanda bisa diakses dengan 33 menit berkendara (26.3 km); Rumah Sakit Premier Surabaya Berjarak 37 Menit Berkendara (13.3 km); 24 menit berkendara ke Surabaya Town Square (11 km); 30 menit berkendara menuju Universitas Kristen Petra (18.1 km); 31 menit berkendara menuju House Of Sampoerna (18.7 km).,https://www.travelio.com/property/surabaya/comfy-and-modern-studio-no-kitchen-at-orchard-supermall-mansion-apartment-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1
196,Bubutan,studioroom,1,27.73,Full Furnished,11,1,"Rp4,786,726",6.6,20.3,3,18.7,1.9,Bandara Internasional Juanda bisa diakses dengan berkendara selama 43 menit (20.3 km); 19 menit berkendara dari Stasiun Surabaya Gubeng (6.6 km); 11 menit berkendara dari Stasiun Pasar Turi (3 km); 17 menit berkendara menuju Rumah Sakit Mitra Keluarga Surabaya (5.2 km); Universitas Airlangga berjarak 21 menit berkendara (6.6 km),https://www.travelio.com/property/surabaya/luxurious-studio-apartment-connected-to-the-central-mall-at-gunawangsa-tidar-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=
197,Wonocolo,studioroom,1,30,Full Furnished,3,1,"Rp4,494,288",0.033,14.1,3.9,5.9,4.5,"Akses transportasi Bandara Internasional Juanda bisa diakses dengan 18 menit berkendara (14.1 km); 7 menit berkendara ke Stasiun Jemursari (3.9 km); 27 menit berkendara menuju Stasiun Surabaya Gubeng dan Stasiun Pasar Turi (13.7 km); dan Gerbang Tol Waru 1 berjarak 10 menit berkendara (4.5 km). Fasilitas kesehatan terdekat adalah Rumah Sakit Siloam Surabaya yang bisa dijangkau dengan 22 menit (10.8 km); 11 menit berkendara ke Rumah Sakit Islam Jemursari (3.7 km); dan Rumah Sakit Royal Surabaya berjarak 10 menit berkendara (3.1 km). Instansi pendidikan terdekat, yaitu UIN Sunan Ampel yang bisa ditempuh dengan 19 menit berkendara (6.4 km); 13 menit berkendara ke Univesitas Negeri Surabaya (UNESA) (6.7 km); dan Universitas Kristen Petra berjarak 1 menit berjalan kaki (33 m).",https://www.travelio.com/property/surabaya/best-deal-studio-apartment-at-the-square-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1
198,Sambikerep,studioroom,1,22,Full Furnished,8,1,"Rp4,803,438",2.9,28.4,11,11.1,8.7,"Bandara Internasional Juanda bisa diakses dengan 47 menit berkendara (28,4 km); 40 menit berkendara menuju Stasiun Gubeng (13,9 km); 37 menit berkendara ke Stasiun Pasar Turi (11 km); 20 menit berkendara menuju Jalan Tol Surabaya-Gempol (8,7 km); 29 menit berkendara ke Terminal Joyoboyo (11,1 km); dan RS Marinir Gunung Sari berjarak 27 menit berkendara (9,5 km).",https://www.travelio.com/property/surabaya/delightful-luxurious-studio-apartment-connected-to-pakuwon-mall-at-supermall-mansion-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
199,Dukuh Pakis,2 BR,2,52,Full Furnished,15,1,"Rp5,269,024",2.8,25.2,9.7,14.7,3.8,Bandara Internasional Juanda dapat diakses dengan 33 menit berkendara (25.2 km); Stasiun Pasar Turi berjarak 28 menit berkendara (9.7 km); Monumen Tugu Pahlawan dapat diakses dengan 30 menit berkendara (14.4 km); Universitas Negeri Surabaya dapat ditempuh dengan 6 menit berkendara (2.8 km); Universitas Wijaya Kusuma Surabaya dapat diakses dengan berkendara selama 11 menit (4.2 km); dan Rumah Sakit Marien berjarak 5 menit berkendara (1.3 km).,https://www.travelio.com/property/surabaya/scenic-and-strategic-2br-apartment-at-puncak-bukit-golf-surabaya-by-travelio/?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1
200,Dukuh Pakis,3 BR,2,52,Full Furnished,15,1,"Rp5,320,000",2.8,25.2,9.7,14.7,3.8,Bandara Internasional Juanda dapat diakses dengan 33 menit berkendara (25.2 km); Stasiun Pasar Turi berjarak 28 menit berkendara (9.7 km); Monumen Tugu Pahlawan dapat diakses dengan 30 menit berkendara (14.4 km); Universitas Negeri Surabaya dapat ditempuh dengan 6 menit berkendara (2.8 km); Universitas Wijaya Kusuma Surabaya dapat diakses dengan berkendara selama 11 menit (4.2 km); dan Rumah Sakit Marien berjarak 5 menit berkendara (1.3 km).,https://www.travelio.com/property/surabaya/comfort-2br-with-golf-view-at-apartment-puncak-bukit-golf-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
201,Dukuh Pakis,2 BR,2,38,Full Furnished,3,1,"Rp5,322,555",2.3,23,10.3,6.2,25,"Bandara Internasional Juanda dapat ditempuh dengan 30 menit berkendara (23 km); 30 menit berkendara menuju Tol Surabaya-Gempol (29,7 km); Stasiun Gubeng berjarak 30 menit berkendara (10,3 km); 15 menit berkendara ke Terminal Joyoboyo (6,2 km); Rumah sakit terdekat yaitu RS Marinir Gunung Sari bisa diakses dengan 6 menit berkendara (2,3 km).",https://www.travelio.com/property/surabaya/comfortable-2br-apartment-at-pavilion-permata-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedroom&roomBreakfast=0
202,Dukuh Pakis,2 BR,2,52,Full Furnished,23,1,"Rp5,341,970",2.8,25.2,9.7,14.7,3.8,Bandara Internasional Juanda dapat diakses dengan 33 menit berkendara (25.2 km); Stasiun Pasar Turi berjarak 28 menit berkendara (9.7 km); Monumen Tugu Pahlawan dapat diakses dengan 30 menit berkendara (14.4 km); Universitas Negeri Surabaya dapat ditempuh dengan 6 menit berkendara (2.8 km); Universitas Wijaya Kusuma Surabaya dapat diakses dengan berkendara selama 11 menit (4.2 km); dan Rumah Sakit Marien berjarak 5 menit berkendara (1.3 km).,https://www.travelio.com/property/surabaya/exquisite-2br-apartment-near-lenmarc-mall-at-puncak-bukit-golf-by-travelio/?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1
203,Wonokromo,studioroom,1,35.06,Full Furnished,22,1,"Rp4,876,932",3.9,13.9,7.2,6.2,6,Bandara Internasional Juanda dapat ditempuh 24 menit berkendara (13.9 km); Rumah Sakit Premier Surabaya dapat ditempuh 11 menit berkendara (4 km); Universitas 17 Agustus 1945 Surabaya dapat ditempuh 11 menit berkendara (3.9 km); Rumah sakit Islam Surabaya dapat ditempuh 4 menit berkendara (1.6 km); Siloam Hospitals Surabaya dapat ditempuh 14 menit berkendara (5.8 km); Stasiun Surabaya Gubeng dapat ditempuh 18 menit berkendara (7.2 km); Politeknik Kesehatan Surabaya dapat ditempuh 14 menit berkendara (5.3 km); Institut Sepuluh Nopember Surabaya dapat ditempuh 21 menit berkendara (8.8 km).,https://www.travelio.com/property/surabaya/modern-1br-apartment-at-klaska-residence-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=1%20Bedroom
204,Mulyorejo,2 BR,2,35.21,Full Furnished,12,1,"Rp5,351,680",1,18.1,5.6,6,10,"Bandara Internasional Juanda bisa diakses dengan 33 menit berkendara (18.1 km); 3 menit berkendara ke Universitas Airlangga, Kampus C (1 km); 4 menit berkendara menuju Rumah Sakit Mitra Keluarga Kenjeran (1.8 km); 16 menit berkendara ke Stasiun Sidotopo (5.6 km); dan Airlangga Convention Center berjarak 3 menit berkendara (1.1 km).",https://www.travelio.com/property/surabaya/best-choice-and-tidy-2br-at-puncak-dharmahusada-apartment-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
205,Dukuh Pakis,studioroom,1,31.75,Full Furnished,5,1,"Rp5,232,129",5,22.3,7,11.5,0.7,Bandara Internasional Juanda bisa diakses dengan 24 menit berkendara (22.3 km); 21 menit berkendara menuju Stasiun Pasar Turi (7 km); 2 menit berkendara ke Gerbang Tol Kota Satelit (700 m); 13 menit berkendara menuju Universitas Negeri Surabaya (UNESA) (5 km); Rumah Sakit Premier Surabaya berjarak 27 menit berkendara (9.5 km),https://www.travelio.com/property/surabaya/serene-exclusive-modern-studio-apartment-at-grand-sungkono-lagoon-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
206,Sukolilo,2 BR,2,44,Full Furnished,5,1,"Rp5,559,617",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km).,https://www.travelio.com/property/surabaya/homey-and-strategic-2br-at-bale-hinggil-apartment-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=
207,Bubutan,2 BR,2,41,Full Furnished,36,1,"Rp5,297,921",6.6,20.3,3,18.7,1.9,Bandara Internasional Juanda bisa diakses dengan berkendara selama 43 menit (20.3 km); 19 menit berkendara dari Stasiun Surabaya Gubeng (6.6 km); 11 menit berkendara dari Stasiun Pasar Turi (3 km); 17 menit berkendara menuju Rumah Sakit Mitra Keluarga Surabaya (5.2 km); Universitas Airlangga berjarak 21 menit berkendara (6.6 km).,https://www.travelio.com/property/surabaya/best-deal-2br-apartment-connected-to-the-central-mall-at-gunawangsa-tidar-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
208,Wonokromo,studioroom,1,35,Full Furnished,10,1,"Rp5,150,000",3.9,13.9,7.2,6.2,6,Bandara Internasional Juanda dapat ditempuh 24 menit berkendara (13.9 km); Rumah Sakit Premier Surabaya dapat ditempuh 11 menit berkendara (4 km); Universitas 17 Agustus 1945 Surabaya dapat ditempuh 11 menit berkendara (3.9 km); Rumah sakit Islam Surabaya dapat ditempuh 4 menit berkendara (1.6 km); Siloam Hospitals Surabaya dapat ditempuh 14 menit berkendara (5.8 km); Stasiun Surabaya Gubeng dapat ditempuh 18 menit berkendara (7.2 km); Politeknik Kesehatan Surabaya dapat ditempuh 14 menit berkendara (5.3 km); Institut Sepuluh Nopember Surabaya dapat ditempuh 21 menit berkendara (8.8 km).,https://www.travelio.com/property/surabaya/modern-and-simple-1br-apartment-at-klaska-residence-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1
209,Bubutan,studioroom,1,43.28,Full Furnished,18,1,"Rp5,535,513",6.6,20.3,3,18.7,1.9,Bandara Internasional Juanda bisa diakses dengan berkendara selama 43 menit (20.3 km); 19 menit berkendara dari Stasiun Surabaya Gubeng (6.6 km); 11 menit berkendara dari Stasiun Pasar Turi (3 km); 17 menit berkendara menuju Rumah Sakit Mitra Keluarga Surabaya (5.2 km); Universitas Airlangga berjarak 21 menit berkendara (6.6 km).,https://www.travelio.com/property/surabaya/good-living-japanese-1br-for-4-pax-at-gunawangsa-tidar-apartment-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1
210,Dukuh Pakis,studioroom,1,30,Full Furnished,18,1,"Rp5,522,493",5,22.3,7,11.5,0.7,Bandara Internasional Juanda bisa diakses dengan 24 menit berkendara (22.3 km); 21 menit berkendara menuju Stasiun Pasar Turi (7 km); 2 menit berkendara ke Gerbang Tol Kota Satelit (700 m); 13 menit berkendara menuju Universitas Negeri Surabaya (UNESA) (5 km); Rumah Sakit Premier Surabaya berjarak 27 menit berkendara (9.5 km),https://www.travelio.com/property/surabaya/luxurious-studio-with-long-golf-view-at-grand-sungkono-lagoon-apartment-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=
211,Sambikerep,2 BR,2,56,Full Furnished,1,1,"Rp5,349,000",6.4,27.2,11.8,15.4,5,Bandara Internasional Juanda dapat ditempuh selama 42 menit berkendara (27.2 km); Universitas Wijaya Kusuma Surabaya 19 menit berkendara (6.4 km); UIN Sunan Ampel 37 menit berkendara (12.5 km); Stasiun Surabaya Gubeng 42 menit berkendara (13.3 km); Stasiun Surabaya Pasar Turi 38 menit berkendara (11.8 km),https://www.travelio.com/property/surabaya/spacious-and-easy-access-2br-apartment-at-waterplace-residence-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
212,Dukuh Pakis,2 BR,2,44,Full Furnished,15,1,"Rp5,402,445",2.3,23,10.3,6.2,25,"Bandara Internasional Juanda dapat ditempuh dengan 30 menit berkendara (23 km); 30 menit berkendara menuju Tol Surabaya-Gempol (29,7 km); Stasiun Gubeng berjarak 30 menit berkendara (10,3 km); 15 menit berkendara ke Terminal Joyoboyo (6,2 km); Rumah sakit terdekat yaitu RS Marinir Gunung Sari bisa diakses dengan 6 menit berkendara (2,3 km).",https://www.travelio.com/property/surabaya/cozy-2br-apartment-with-city-view-at-pavilion-permata-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
213,Bubutan,2 BR,2,41,Full Furnished,19,1,"Rp5,715,687",6.6,20.3,3,18.7,1.9,Bandara Internasional Juanda bisa diakses dengan berkendara selama 43 menit (20.3 km); 19 menit berkendara dari Stasiun Surabaya Gubeng (6.6 km); 11 menit berkendara dari Stasiun Pasar Turi (3 km); 17 menit berkendara menuju Rumah Sakit Mitra Keluarga Surabaya (5.2 km); Universitas Airlangga berjarak 21 menit berkendara (6.6 km).,https://www.travelio.com/property/surabaya/best-value-2br-apartment-at-gunawangsa-tidar-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=
214,Bubutan,2 BR,2,43.28,Full Furnished,51,1,"Rp5,421,720",6.6,20.3,3,18.7,1.9,Bandara Internasional Juanda bisa diakses dengan berkendara selama 43 menit (20.3 km); 19 menit berkendara dari Stasiun Surabaya Gubeng (6.6 km); 11 menit berkendara dari Stasiun Pasar Turi (3 km); 17 menit berkendara menuju Rumah Sakit Mitra Keluarga Surabaya (5.2 km); Universitas Airlangga berjarak 21 menit berkendara (6.6 km).,https://www.travelio.com/property/surabaya/comfy-and-tidy-2br-at-gunawangsa-tidar-apartment-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
215,Sukolilo,2 BR,2,50,Full Furnished,20,2,"Rp5,950,473",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km).,https://www.travelio.com/property/surabaya/spacious-2br-combine-unit-at-bale-hinggil-apartment-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
216,Sukomanunggal,studioroom,1,33.41,Full Furnished,25,1,"Rp5,555,376",3.6,24.3,9.8,14.4,2.5,"Bandara Internasional Juanda bisa diakses dengan 32 menit berkendara (24,3 km); 39 menit berkendara ke Mpu Tantular Museum (26,2 km); 28 menit berkendara menuju House of Sampoerna (14,2 km); 11 menit berkendara menuju Universitas Wijaya Kusuma (3,6 km); Rumah Sakit RKZ Surabaya Berjarak 20 Menit Berkendara (6,2 km).",https://www.travelio.com/property/surabaya/new-and-cozy-studio-at-88-avenue-apartment-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=
217,Gayungan,studioroom,1,43,Full Furnished,28,1,"Rp5,900,548",4.2,8.2,8.7,2,6.4,Bandara Internasional Juanda bisa diakses dengan 15 menit (8.2 km); Gerbang Tol Waru 1 berjarak 11 menit (6.4 km); Rumah Sakit Siloam Surabaya yang bisa dijangkau dengan 18 menit (9.1 km); Rumah Sakit Islam Jemursari berjarak 18 menit (9.1 km); Rumah Sakit Royal Surabaya berjarak 13 menit (4.8 km); UIN Sunan Ampel yang bisa ditempuh dengan 11 menit (6.3 km); Univesitas Negeri Surabaya (UNESA) berjarak 27 menit (14.2 km); Universitas Kristen Petra berjarak 8 menit (4.2 km).,https://www.travelio.com/property/surabaya/spacious-and-comfy-1br-apartment-connected-to-mall-at-aryaduta-residence-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=1%20Bedroom&roomBreakfast=0
218,Wonocolo,2 BR,2,44.16,Full Furnished,10,1,"Rp6,200,000",2.6,15,10.1,6,5,Bandara Internasional Juanda dapat ditempuh selama 19 menit berkendara dari apartemen ini (15.0 km); Stasiun Surabaya Gubeng berlokasi 23 menit berkendara (10.1 km); Stasiun Surabaya Pasarturi hanya 24 menit berkendara (10.2 km) Universitas Petra Christian dapat ditempuh selama 7 menit berkendara (2.6 km); Masjid Al-Akbar Surabaya hanya 9 menit berkendara (2.9 km).,https://www.travelio.com/property/surabaya/2br-relaxing-apartment-with-pool-view-at-bess-mansion-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=
219,Gayungan,2 BR,2,36.97,Full Furnished,21,1,"Rp6,475,630",2.6,15,10.1,6,5,Bandara Internasional Juanda dapat ditempuh selama 19 menit berkendara dari apartemen ini (15.0 km); Stasiun Surabaya Gubeng berlokasi 23 menit berkendara (10.1 km); Stasiun Surabaya Pasarturi hanya 24 menit berkendara (10.2 km) Universitas Petra Christian dapat ditempuh selama 7 menit berkendara (2.6 km); Masjid Al-Akbar Surabaya hanya 9 menit berkendara (2.9 km).,https://www.travelio.com/property/surabaya/best-location-and-comfy-2br-at-tamansari-papilio-apartment-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
220,Wonokromo,studioroom,1,36,Full Furnished,9,1,"Rp6,251,125",1.6,15.3,6.4,11.3,6.9,Bandara Internasional Juanda berjarak 30 menit berkendara (15.3 km). Stasiun Surabaya Pasar Turi berjarak 15 menit berkendara (6.4 km). Universitas Airlangga Kampus B berjarak 10 menit berkendara (3.9 km). Institut Teknologi Sepuluh Nopember berjarak 20 menit berkendara (7.0 km). Universitas Katholik Widya Mandala berjarak 5 menit berkendara (1.6 km). Rumah Sakit Umum Daerah Dr. Soetomo berjarak 10 menit berkendara (4.5 km).,https://www.travelio.com/property/surabaya/strategic-1br-apartment-the-linden-connected-to-marvell-city-mall-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1
221,Sambikerep,2 BR,2,32,Full Furnished,27,1,"Rp6,497,370",18.1,26.3,11.7,15.5,4.5,Bandara Internasional Juanda bisa diakses dengan 33 menit berkendara (26.3 km); Rumah Sakit Premier Surabaya Berjarak 37 Menit Berkendara (13.3 km); 24 menit berkendara ke Surabaya Town Square (11 km); 30 menit berkendara menuju Universitas Kristen Petra (18.1 km); 31 menit berkendara menuju House Of Sampoerna (18.7 km),https://www.travelio.com/property/surabaya/cozy-and-stylish-2br-apartment-at-tanglin-supermall-mansion-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
222,Sukolilo,2 BR,2,50.16,Full Furnished,2,1,"Rp6,592,187",2.6,16.6,7.2,16.3,7.5,Bandara Internasional Juanda berjarak 32 menit berkendara dari apartemen ini (16.6 km); 21 menit menit berkendara menuju Stasiun Gubeng (7.2 km); 29 menit ke Stasiun Pasar Turi (11.3 km); 16 menit berkendara menuju Universitas Airlangga (5.7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 9 menit berkendara (2.6 km); RSU Haji Surabaya dapat ditempuh 11 menit berkendara (3 km),https://www.travelio.com/property/surabaya/minimalist-2br-at-cosmopolis-surabaya-apartment-by-travelio?searchType=monthly&checkIn=30-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
